Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),confidence,field,
95,28.62,1.512,65,277.932,-5.92,613477,0.720,1.320,-0.156,0,
99,33.41,1.596,55,277.932,-6.72,613477,0.873,1.323,-0.187,0,
103,33.40,1.584,51,277.932,-7.52,613477,0.865,1.311,-0.207,0,
107,33.42,1.604,54,277.932,-8.32,613477,0.874,1.325,-0.232,0,
111,33.43,1.584,52,277.932,-9.12,613477,0.862,1.305,-0.251,0,
115,28.60,1.632,42,277.932,-9.92,613477,0.770,1.411,-0.281,0,
119,28.60,1.636,35,277.932,-10.72,613477,0.770,1.411,-0.304,0,
3,33.52,1.764,23,277.982,12.46,613561,0.951,1.436,0.381,0,
7,33.51,1.676,32,277.982,11.66,613561,0.906,1.369,0.339,0,
11,33.51,1.628,35,277.982,10.86,613561,0.883,1.333,0.307,0,
15,33.52,1.640,47,277.982,10.06,613561,0.892,1.346,0.287,0,
19,28.71,1.580,76,277.982,9.26,613561,0.749,1.368,0.254,0,
23,28.70,1.584,67,277.982,8.46,613561,0.753,1.374,0.233,0,
27,28.71,1.572,63,277.982,7.66,613561,0.749,1.366,0.210,0,
31,28.72,1.536,71,277.982,6.86,613561,0.733,1.337,0.184,0,
35,33.52,1.608,50,277.982,6.07,613561,0.883,1.333,0.170,0,
39,33.51,1.564,62,277.982,5.27,613561,0.860,1.299,0.144,0,
43,33.52,1.556,66,277.982,4.47,613561,0.857,1.293,0.121,0,
47,33.53,1.600,57,277.982,3.67,613561,0.882,1.331,0.102,0,
51,28.72,1.500,68,277.982,2.87,613561,0.720,1.314,0.075,0,
55,28.71,1.564,70,277.982,2.07,613561,0.751,1.371,0.056,0,
59,28.74,1.560,66,277.982,1.27,613561,0.750,1.368,0.035,0,
63,28.74,1.556,58,277.982,0.47,613561,0.748,1.364,0.013,0,
67,33.64,1.560,62,278.032,-0.33,613561,0.864,1.299,-0.009,0,
71,33.61,1.576,60,278.032,-1.13,613561,0.872,1.312,-0.031,0,
75,33.64,1.560,61,278.032,-1.93,613561,0.864,1.298,-0.052,0,
79,33.63,1.540,59,278.032,-2.73,613561,0.852,1.281,-0.073,0,
83,28.83,1.548,84,278.032,-3.53,613561,0.745,1.354,-0.095,0,
87,28.81,1.552,76,278.032,-4.33,613561,0.746,1.356,-0.117,0,
91,28.83,1.500,81,278.032,-5.13,613561,0.720,1.309,-0.134,0,
95,28.82,1.548,68,278.032,-5.92,613561,0.742,1.349,-0.160,0,
99,33.61,1.596,55,278.032,-6.72,613561,0.877,1.320,-0.187,0,
103,33.60,1.572,53,278.032,-7.52,613561,0.863,1.298,-0.206,0,
107,33.62,1.560,58,278.032,-8.32,613561,0.855,1.285,-0.226,0,
111,33.63,1.604,49,278.032,-9.12,613561,0.877,1.319,-0.254,0,
115,28.80,1.628,53,278.032,-9.92,613561,0.773,1.405,-0.281,0,
119,28.80,1.588,44,278.032,-10.72,613561,0.752,1.367,-0.295,0,
3,33.72,1.784,27,278.082,12.46,613644,0.967,1.449,0.385,0,
7,33.70,1.680,34,278.082,11.66,613644,0.913,1.369,0.340,0,
11,33.71,1.652,35,278.082,10.86,613644,0.900,1.350,0.311,0,
15,33.72,1.584,46,278.082,10.06,613644,0.866,1.297,0.277,0,
19,28.91,1.504,79,278.082,9.26,613644,0.718,1.299,0.242,0,
23,28.90,1.536,69,278.082,8.46,613644,0.734,1.330,0.226,0,
27,28.91,1.572,59,278.082,7.66,613644,0.753,1.364,0.210,0,
31,28.92,1.536,70,278.082,6.86,613644,0.738,1.335,0.184,0,
35,33.72,1.616,52,278.082,6.07,613644,0.892,1.337,0.171,0,
39,33.70,1.552,60,278.082,5.27,613644,0.858,1.286,0.142,0,
43,33.71,1.560,63,278.082,4.47,613644,0.863,1.294,0.121,0,
47,33.73,1.592,56,278.082,3.67,613644,0.882,1.321,0.102,0,
51,28.91,1.508,64,278.082,2.87,613644,0.728,1.318,0.075,0,
55,28.91,1.556,65,278.082,2.07,613644,0.752,1.361,0.056,0,
59,28.93,1.540,64,278.082,1.27,613644,0.745,1.347,0.034,0,
63,28.94,1.548,62,278.082,0.47,613644,0.749,1.355,0.013,0,
67,33.83,1.556,55,278.132,-0.33,613644,0.866,1.292,-0.009,0,
71,33.81,1.556,58,278.132,-1.13,613644,0.866,1.293,-0.031,0,
75,33.84,1.580,58,278.132,-1.93,613644,0.879,1.312,-0.053,0,
79,33.82,1.540,61,278.132,-2.73,613644,0.856,1.278,-0.073,0,
83,29.02,1.540,81,278.132,-3.53,613644,0.746,1.344,-0.095,0,
87,29.00,1.564,82,278.132,-4.33,613644,0.756,1.364,-0.118,0,
91,29.03,1.520,80,278.132,-5.13,613644,0.735,1.324,-0.136,0,
95,29.02,1.548,71,278.132,-5.92,613644,0.747,1.346,-0.160,0,
99,33.81,1.564,54,278.132,-6.72,613644,0.864,1.291,-0.183,0,
